uid	SPScenario	Choice	DrvLic	PblcTrst	AgeGrp	Empl	Edu	Nveh	Nadlt	Nchld	Income	Car_Cost	CarRental_Cost	Bus_Cost	Plane_Cost	Train_Cost	TrH_Cost	Car_TT	CarRental_TT	Bus_TT	Plane_TT	Train_TT	TrH_TT	CarRelib	CarRentalRelib	BusRelib	PlaneRelib	TrainRelib	TrHRelib	AV_Car	AV_CarRental	AV_Bus	AV_Plane	AV_Train	AV_TrH	
905	3	2	1	1	3	2	1	0	0	0	1	0.96	2.36	0.88	2.66	0	2.1	6.500	6.500	10.167	5.167	0.000	17.417	0.85	0.9	0.85	0.7	0	0.9	1	1	1	1	0	1	
906	1	2	1	1	3	2	1	0	0	0	1	1.22	1.47	1.1	2.13	0	1.5	5.500	5.500	11.167	4.717	0.000	14.167	0.9	0.85	0.75	0.9	0	0.9	1	1	1	1	0	1	
907	1	5	0	1	3	2	0	0	1	0	0	0.96	0	1.38	3	0	2.1	5.500	0.000	11.167	5.167	0.000	17.417	0	0	0	0	0	0	1	0	1	1	0	1	
908	3	5	0	1	3	2	0	0	1	0	0	1.22	0	0.88	2.66	0	1.5	6.500	0.000	10.667	4.717	0.000	14.167	0.9	0	0.85	0.7	0	0.9	1	0	1	1	0	1	
909	2	5	0	1	3	2	0	0	1	0	0	0.87	0	1.1	2.13	0	1.8	7.500	0.000	10.167	4.933	0.000	15.467	0.75	0	0.6	0.85	0	0.99	1	0	1	1	0	1	
910	2	5	1	0	2	1	0	1	1	0	1	1.3	1.78	0.8	2.5	1.15	1.75	7.750	8.500	12.167	5.100	14.367	14.283	0.85	0.9	0.85	0.85	0.9	0.99	1	1	1	1	1	1	
911	3	5	1	0	2	1	0	1	1	0	1	1.65	2.31	1	2	0.92	1.25	7.000	7.750	10.167	5.367	11.750	11.667	0.75	0.85	0.75	0.9	0.75	0.95	1	1	1	1	1	1	
912	1	5	1	0	2	1	0	1	1	0	1	1.18	2.85	0.64	1.6	0.74	1.5	8.500	7.000	11.167	4.850	9.117	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
913	3	5	1	0	1	0	1	2	2	2	1	1.3	2.85	0.8	2.5	1.15	1.5	8.500	7.750	10.167	4.850	14.367	12.717	0.75	0.75	0.85	0.7	0.85	0.99	1	1	1	1	1	1	
914	2	5	1	0	1	0	1	2	2	2	1	1.18	2.31	0.64	2	0.74	1.75	7.000	8.500	11.167	5.100	9.117	14.283	0.9	0.9	0.6	0.9	0.9	0.9	1	1	1	1	1	1	
915	1	5	1	0	1	0	1	2	2	2	1	1.65	1.78	1	1.6	0.92	1.25	7.750	7.000	12.167	5.367	11.750	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
916	1	0	1	1	1	0	1	2	2	0	3	0.67	2.03	0.43	0	0	1.5	7.500	7.083	14.667	0.000	0.000	12.167	0	0	0	0	0	0	1	1	1	0	0	1	
917	2	0	1	1	1	0	1	2	2	0	3	0.74	1.65	0.54	0	0	1.8	6.667	7.500	18.033	0.000	0.000	13.267	0.75	0.85	0.85	0	0	0.95	1	1	1	0	0	1	
918	3	0	1	1	1	0	1	2	2	0	3	0.94	1.27	0.67	0	0	2.1	7.083	6.667	11.283	0.000	0.000	14.917	0.9	0.75	0.75	0	0	0.99	1	1	1	0	0	1	
919	2	3	1	1	0	0	1	2	0	2	2	0.96	1.92	1.38	3	0	2.1	7.500	7.500	10.667	5.167	0.000	17.417	0.75	0.9	0.75	0.85	0	0.99	1	1	1	1	0	1	
920	3	0	1	1	0	0	1	2	0	2	2	1.22	1.47	1.1	2.66	0	1.5	6.500	5.500	11.167	4.933	0.000	14.167	0.9	0.85	0.6	0.7	0	0.9	1	1	1	1	0	1	
921	1	0	1	1	0	0	1	2	0	2	2	0.87	2.36	0.88	2.13	0	1.8	5.500	6.500	10.167	4.717	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
922	2	5	1	1	1	0	1	0	0	0	2	1.65	2.31	0.64	2.5	0.92	1.5	8.500	7.000	11.167	4.850	11.750	12.717	0.85	0.85	0.6	0.9	0.85	0.9	1	1	1	1	1	1	
923	3	5	1	1	1	0	1	0	0	0	2	1.18	2.85	1	2	0.74	1.75	7.750	7.750	10.167	5.100	9.117	14.283	0.75	0.9	0.75	0.85	0.75	0.95	1	1	1	1	1	1	
924	1	5	1	1	1	0	1	0	0	0	2	1.3	1.78	0.8	1.6	1.15	1.25	7.000	8.500	12.167	5.367	14.367	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
925	1	5	0	1	1	0	1	0	2	0	3	1.3	0	0.8	2.5	0.74	1.5	7.000	0.000	11.167	4.850	9.117	12.717	0.9	0	0.75	0.85	0.75	0.95	1	0	1	1	1	1	
926	2	5	0	1	1	0	1	0	2	0	3	1.65	0	1	2	1.15	1.75	7.750	0.000	10.167	5.367	14.367	14.283	0.85	0	0.6	0.9	0.85	0.99	1	0	1	1	1	1	
927	3	5	0	1	1	0	1	0	2	0	3	1.18	0	0.64	1.6	0.92	1.25	8.500	0.000	12.167	5.100	11.750	11.667	0.75	0	0.85	0.7	0.9	0.9	1	0	1	1	1	1	
928	1	0	1	0	1	0	1	1	2	0	2	0.87	1.92	1.1	3	0	1.8	5.500	7.500	10.167	4.717	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
929	2	0	1	0	1	0	1	1	2	0	2	1.22	2.36	0.88	2.66	0	2.1	6.500	5.500	11.167	5.167	0.000	17.417	0.85	0.75	0.6	0.85	0	0.9	1	1	1	1	0	1	
930	3	0	1	0	1	0	1	1	2	0	2	0.96	1.47	1.38	2.13	0	1.5	7.500	6.500	10.667	4.933	0.000	14.167	0.9	0.85	0.75	0.7	0	0.99	1	1	1	1	0	1	
931	2	4	1	1	2	0	1	1	2	0	0	1.3	1.78	0.64	2.5	0.92	1.75	7.000	7.000	11.167	5.100	11.750	14.283	0.9	0.85	0.85	0.7	0.75	0.9	1	1	1	1	1	1	
932	3	0	1	1	2	0	1	1	2	0	0	1.65	2.31	0.8	2	1.15	1.5	7.750	8.500	12.167	4.850	14.367	12.717	0.75	0.75	0.75	0.85	0.9	0.95	1	1	1	1	1	1	
933	1	4	1	1	2	0	1	1	2	0	0	1.18	2.85	1	1.6	0.74	1.25	8.500	7.750	10.167	5.367	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
934	3	5	1	0	1	0	1	2	2	2	0	1.18	2.31	0.64	2.5	0.74	1.25	8.500	7.000	12.167	4.850	9.117	11.667	0.85	0.75	0.6	0.7	0.9	0.95	1	1	1	1	1	1	
935	1	0	1	0	1	0	1	2	2	2	0	1.65	2.85	0.8	2	1.15	1.5	7.750	8.500	11.167	5.100	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
936	2	4	1	0	1	0	1	2	2	2	0	1.3	1.78	1	1.6	0.92	1.75	7.000	7.750	10.167	5.367	11.750	14.283	0.75	0.9	0.75	0.85	0.85	0.9	1	1	1	1	1	1	
937	1	5	1	1	2	0	1	1	0	1	2	1.18	2.85	0.8	2.5	0.92	1.5	7.750	8.500	11.167	5.367	11.750	12.717	0.75	0.75	0.85	0.85	0.85	0.99	1	1	1	1	1	1	
938	3	5	1	1	2	0	1	1	0	1	2	1.65	1.78	1	2	0.74	1.75	8.500	7.750	12.167	5.100	9.117	14.283	0.85	0.9	0.75	0.7	0.75	0.9	1	1	1	1	1	1	
939	2	5	1	1	2	0	1	1	0	1	2	1.3	2.31	0.64	1.6	1.15	1.25	7.000	7.000	10.167	4.850	14.367	11.667	0.9	0.85	0.6	0.9	0.9	0.95	1	1	1	1	1	1	
940	2	4	1	0	1	1	1	1	2	0	3	1.3	2.31	1	2.5	1.15	1.5	7.750	7.750	11.167	4.850	14.367	12.717	0.75	0.9	0.85	0.7	0.9	0.95	1	1	1	1	1	1	
941	1	4	1	0	1	1	1	1	2	0	3	1.18	1.78	0.8	2	0.92	1.75	7.000	7.000	12.167	5.100	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
942	3	4	1	0	1	1	1	1	2	0	3	1.65	2.85	0.64	1.6	0.74	1.25	8.500	8.500	10.167	5.367	9.117	11.667	0.85	0.85	0.6	0.9	0.75	0.99	1	1	1	1	1	1	
943	1	5	1	1	2	0	2	1	2	0	3	1.3	1.78	0.8	2.5	0.92	1.5	7.000	7.750	11.167	4.850	11.750	12.717	0.9	0.9	0.75	0.7	0.9	0.95	1	1	1	1	1	1	
944	3	5	1	1	2	0	2	1	2	0	3	1.65	2.31	1	2	1.15	1.75	8.500	7.000	12.167	5.367	14.367	14.283	0.85	0.85	0.85	0.85	0.85	0.9	1	1	1	1	1	1	
945	2	5	1	1	2	0	2	1	2	0	3	1.18	2.85	0.64	1.6	0.74	1.25	7.750	8.500	10.167	5.100	9.117	11.667	0.75	0.75	0.6	0.9	0.75	0.99	1	1	1	1	1	1	
946	3	2	1	1	2	2	0	1	1	0	3	1.18	2.85	1	2.5	1.15	1.5	8.500	7.000	12.167	5.367	14.367	12.717	0.85	0.75	0.85	0.7	0.75	0.99	1	1	1	1	1	1	
947	2	4	1	1	2	2	0	1	1	0	3	1.65	1.78	0.8	2	0.92	1.75	7.750	7.750	10.167	4.850	11.750	14.283	0.9	0.85	0.6	0.9	0.9	0.9	1	1	1	1	1	1	
948	1	4	1	1	2	2	0	1	1	0	3	1.3	2.31	0.64	1.6	0.74	1.25	7.000	8.500	11.167	5.100	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
949	2	5	1	0	2	0	1	0	1	0	2	1.18	1.78	0.64	2.5	0.92	1.5	8.500	7.000	10.167	4.850	11.750	12.717	0.75	0.85	0.6	0.7	0.85	0.99	1	1	1	1	1	1	
950	3	5	1	0	2	0	1	0	1	0	2	1.3	2.85	0.8	2	1.15	1.25	7.750	8.500	11.167	5.100	14.367	11.667	0.9	0.9	0.85	0.85	0.75	0.95	1	1	1	1	1	1	
951	1	5	1	0	2	0	1	0	1	0	2	1.65	2.31	1	1.6	0.74	1.75	7.000	7.750	12.167	5.367	9.117	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
952	2	0	1	0	1	0	1	1	0	0	2	1.22	1.92	0.88	3	0	1.5	5.500	7.500	10.667	4.933	0.000	14.167	0.9	0.9	0.6	0.9	0	0.9	1	1	1	1	0	1	
953	1	0	1	0	1	0	1	1	0	0	2	0.96	1.47	1.38	2.66	0	1.8	7.500	5.500	11.167	5.167	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
954	3	5	1	0	1	0	1	1	0	0	2	0.87	2.36	1.1	2.13	0	2.1	6.500	6.500	10.167	4.717	0.000	17.417	0.85	0.75	0.75	0.85	0	0.99	1	1	1	1	0	1	
955	1	0	0	1	2	2	1	0	1	0	2	1.3	0	1	2.5	0.92	1.25	7.750	0.000	12.167	5.367	11.750	11.667	0	0	0	0	0	0	1	0	1	1	1	1	
956	3	0	0	1	2	2	1	0	1	0	2	1.18	0	0.8	2	0.74	1.5	7.000	0.000	11.167	4.850	9.117	12.717	0.75	0	0.75	0.7	0.75	0.99	1	0	1	1	1	1	
957	2	0	0	1	2	2	1	0	1	0	2	1.65	0	0.64	1.6	1.15	1.75	8.500	0.000	10.167	5.100	14.367	14.283	0.9	0	0.6	0.9	0.85	0.9	1	0	1	1	1	1	
958	3	0	1	0	3	0	2	2	1	0	3	0.96	2.36	1.38	3	0	2.1	7.500	7.500	10.667	4.933	0.000	17.417	0.9	0.85	0.6	0.9	0	0.9	1	1	1	1	0	1	
959	2	0	1	0	3	0	2	2	1	0	3	1.22	1.92	0.88	2.66	0	1.5	5.500	6.500	10.167	4.717	0.000	14.167	0.75	0.75	0.85	0.85	0	0.9	1	1	1	1	0	1	
960	1	0	1	0	3	0	2	2	1	0	3	0.87	1.47	1.1	2.13	0	1.8	6.500	5.500	11.167	5.167	0.000	15.467	0	0	0	0	0	0	1	1	1	1	0	1	
961	3	0	1	1	1	0	1	1	1	2	3	1.18	2.31	0.64	2.5	0.92	1.5	7.750	8.500	10.167	5.100	11.750	12.717	0.9	0.85	0.6	0.85	0.85	0.95	1	1	1	1	1	1	
962	1	4	1	1	1	0	1	1	1	2	3	1.65	1.78	0.8	2	0.74	1.75	8.500	7.750	11.167	4.850	9.117	14.283	0.75	0.9	0.85	0.7	0.9	0.99	1	1	1	1	1	1	
963	2	5	1	1	1	0	1	1	1	2	3	1.3	2.85	1	1.6	1.15	1.25	7.000	7.000	12.167	5.367	14.367	11.667	0.85	0.75	0.75	0.9	0.75	0.9	1	1	1	1	1	1	
964	1	5	1	1	2	0	1	2	0	2	3	0.67	1.65	0.54	0	0	1.5	6.667	7.083	14.667	0.000	0.000	12.167	0	0	0	0	0	0	1	1	1	0	0	1	
965	3	5	1	1	2	0	1	2	0	2	3	0.74	2.03	0.67	0	0	1.8	7.083	6.667	11.283	0.000	0.000	13.267	0.9	0.85	0.75	0	0	0.9	1	1	1	0	0	1	
966	2	5	1	1	2	0	1	2	0	2	3	0.94	1.27	0.43	0	0	2.1	7.500	7.500	18.033	0.000	0.000	14.917	0.85	0.75	0.85	0	0	0.95	1	1	1	0	0	1	
967	1	5	1	1	2	0	1	1	1	0	3	1.18	2.31	1	2.5	0.92	1.75	7.000	7.000	11.167	5.367	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
968	2	5	1	1	2	0	1	1	1	0	3	1.3	2.85	0.64	2	0.74	1.25	7.750	8.500	10.167	5.100	9.117	11.667	0.85	0.75	0.75	0.9	0.75	0.99	1	1	1	1	1	1	
969	3	4	1	1	2	0	1	1	1	0	3	1.65	1.78	0.8	1.6	1.15	1.5	8.500	7.750	12.167	4.850	14.367	12.717	0.9	0.85	0.85	0.85	0.9	0.95	1	1	1	1	1	1	
970	1	5	0	1	2	2	0	0	0	1	1	1.3	0	1	2.5	0.74	1.5	7.750	0.000	10.167	5.367	9.117	12.717	0	0	0	0	0	0	1	0	1	1	1	1	
971	2	5	0	1	2	2	0	0	0	1	1	1.18	0	0.64	2	1.15	1.75	7.000	0.000	12.167	5.100	14.367	14.283	0.85	0	0.85	0.7	0.85	0.9	1	0	1	1	1	1	
972	3	5	0	1	2	2	0	0	0	1	1	1.65	0	0.8	1.6	0.92	1.25	8.500	0.000	11.167	4.850	11.750	11.667	0.9	0	0.6	0.85	0.75	0.99	1	0	1	1	1	1	
973	3	5	1	0	2	2	1	1	0	0	2	1.65	2.85	0.8	2.5	0.74	1.25	8.500	8.500	11.167	5.367	9.117	11.667	0.9	0.9	0.85	0.9	0.85	0.99	1	1	1	1	1	1	
974	2	5	1	0	2	2	1	1	0	0	2	1.18	1.78	0.64	2	0.92	1.5	7.000	7.000	10.167	5.100	11.750	12.717	0.75	0.75	0.75	0.7	0.9	0.95	1	1	1	1	1	1	
975	1	5	1	0	2	2	1	1	0	0	2	1.3	2.31	1	1.6	1.15	1.75	7.750	7.750	12.167	4.850	14.367	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
976	1	0	1	1	2	0	1	1	0	0	2	0.74	1.27	0.43	0	0	1.5	7.500	7.083	18.033	0.000	0.000	12.167	0	0	0	0	0	0	1	1	1	0	0	1	
977	3	5	1	1	2	0	1	1	0	0	2	0.94	1.65	0.54	0	0	1.8	6.667	7.500	14.667	0.000	0.000	13.267	0.9	0.75	0.6	0	0	0.9	1	1	1	0	0	1	
978	2	5	1	1	2	0	1	1	0	0	2	0.67	2.03	0.67	0	0	2.1	7.083	6.667	11.283	0.000	0.000	14.917	0.85	0.85	0.75	0	0	0.95	1	1	1	0	0	1	
979	1	1	1	1	1	0	2	0	1	2	3	0.87	1.47	0.88	3	0	1.5	6.500	7.500	11.167	4.933	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
980	3	5	1	1	1	0	2	0	1	2	3	0.96	2.36	1.38	2.66	0	1.8	5.500	5.500	10.667	4.717	0.000	15.467	0.85	0.85	0.75	0.85	0	0.9	1	1	1	1	0	1	
981	2	5	1	1	1	0	2	0	1	2	3	1.22	1.92	1.1	2.13	0	2.1	7.500	6.500	10.167	5.167	0.000	17.417	0.9	0.75	0.6	0.7	0	0.9	1	1	1	1	0	1	
982	1	0	1	1	2	0	2	1	1	0	3	0.87	1.47	1.1	3	0	1.5	7.500	5.500	10.167	4.717	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
983	3	0	1	1	2	0	2	1	1	0	3	1.22	2.36	1.38	2.66	0	2.1	6.500	7.500	10.667	4.933	0.000	17.417	0.85	0.75	0.6	0.9	0	0.99	1	1	1	1	0	1	
984	2	0	1	1	2	0	2	1	1	0	3	0.96	1.92	0.88	2.13	0	1.8	5.500	6.500	11.167	5.167	0.000	15.467	0.9	0.85	0.85	0.7	0	0.9	1	1	1	1	0	1	
985	1	0	0	1	1	0	0	0	2	0	1	1.3	0	0.8	2.5	0.74	1.75	7.750	0.000	12.167	4.850	9.117	14.283	0.9	0	0.6	0.9	0.75	0.95	1	0	1	1	1	1	
986	2	0	0	1	1	0	0	0	2	0	1	1.18	0	1	2	1.15	1.25	7.000	0.000	10.167	5.100	14.367	11.667	0.85	0	0.85	0.7	0.9	0.99	1	0	1	1	1	1	
987	3	3	0	1	1	0	0	0	2	0	1	1.65	0	0.64	1.6	0.92	1.5	8.500	0.000	11.167	5.367	11.750	12.717	0.75	0	0.75	0.85	0.85	0.9	1	0	1	1	1	1	
988	1	2	1	0	1	0	1	2	1	1	3	1.22	1.47	0.88	3	0	2.1	6.500	7.500	11.167	4.933	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
989	2	5	1	0	1	0	1	2	1	1	3	0.87	2.36	1.1	2.66	0	1.8	7.500	5.500	10.167	4.717	0.000	15.467	0.85	0.9	0.6	0.9	0	0.9	1	1	1	1	0	1	
990	3	5	1	0	1	0	1	2	1	1	3	0.96	1.92	1.38	2.13	0	1.5	5.500	6.500	10.667	5.167	0.000	14.167	0.9	0.85	0.85	0.7	0	0.99	1	1	1	1	0	1	
991	3	5	0	1	2	2	1	0	0	0	1	0.94	0	0.54	0	0	2.1	6.667	0.000	14.667	0.000	0.000	14.917	0.85	0	0.6	0	0	0.9	1	0	1	0	0	1	
992	2	5	0	1	2	2	1	0	0	0	1	0.67	0	0.43	0	0	1.5	7.083	0.000	18.033	0.000	0.000	12.167	0.75	0	0.85	0	0	0.95	1	0	1	0	0	1	
993	1	2	0	1	2	2	1	0	0	0	1	0.74	0	0.67	0	0	1.8	7.500	0.000	11.283	0.000	0.000	13.267	0.9	0	0.75	0	0	0.99	1	0	1	0	0	1	
994	3	5	1	1	2	0	1	0	0	0	2	1.22	2.36	1.1	3	0	1.8	5.500	6.500	10.667	5.167	0.000	15.467	0.9	0.9	0.6	0.7	0	0.99	1	1	1	1	0	1	
995	2	5	1	1	2	0	1	0	0	0	2	0.87	1.47	0.88	2.66	0	2.1	7.500	7.500	11.167	4.933	0.000	17.417	0.85	0.75	0.75	0.9	0	0.9	1	1	1	1	0	1	
996	1	5	1	1	2	0	1	0	0	0	2	0.96	1.92	1.38	2.13	0	1.5	6.500	5.500	10.167	4.717	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
997	1	1	1	1	2	1	1	2	2	0	2	0.87	2.36	1.1	3	0	1.5	7.500	5.500	11.167	4.933	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
998	2	5	1	1	2	1	1	2	2	0	2	1.22	1.92	1.38	2.66	0	1.8	5.500	6.500	10.667	4.717	0.000	15.467	0.75	0.9	0.85	0.7	0	0.9	1	1	1	1	0	1	
999	3	5	1	1	2	1	1	2	2	0	2	0.96	1.47	0.88	2.13	0	2.1	6.500	7.500	10.167	5.167	0.000	17.417	0.9	0.75	0.75	0.85	0	0.99	1	1	1	1	0	1	
1000	3	0	1	1	1	0	0	1	0	0	0	0.87	2.36	1.1	3	0	1.5	5.500	7.500	11.167	4.933	0.000	14.167	0.75	0.75	0.85	0.9	0	0.9	1	1	1	1	0	1	
1001	1	0	1	1	1	0	0	1	0	0	0	0.96	1.47	0.88	2.66	0	1.8	6.500	5.500	10.667	4.717	0.000	15.467	0.9	0.9	0.75	0.7	0	0.9	1	1	1	1	0	1	
1002	2	0	1	1	1	0	0	1	0	0	0	1.22	1.92	1.38	2.13	0	2.1	7.500	6.500	10.167	5.167	0.000	17.417	0.85	0.85	0.6	0.85	0	0.99	1	1	1	1	0	1	
1003	2	5	0	1	0	1	1	1	2	0	1	0.96	0	0.88	3	0	1.5	5.500	0.000	11.167	4.717	0.000	14.167	0.85	0	0.6	0.7	0	0.9	1	0	1	1	0	1	
1004	1	5	0	1	0	1	1	1	2	0	1	0.87	0	1.1	2.66	0	1.8	6.500	0.000	10.667	5.167	0.000	15.467	0	0	0	0	0	0	1	0	1	1	0	1	
1005	3	5	0	1	0	1	1	1	2	0	1	1.22	0	1.38	2.13	0	2.1	7.500	0.000	10.167	4.933	0.000	17.417	0.9	0	0.75	0.85	0	0.99	1	0	1	1	0	1	
1006	2	5	1	0	1	0	1	2	1	0	3	1.18	2.31	0.8	2.5	0.74	1.5	7.750	7.750	11.167	5.100	9.117	12.717	0.9	0.9	0.75	0.9	0.85	0.99	1	1	1	1	1	1	
1007	1	5	1	0	1	0	1	2	1	0	3	1.65	2.85	1	2	1.15	1.75	7.000	7.000	12.167	4.850	14.367	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
1008	3	5	1	0	1	0	1	2	1	0	3	1.3	1.78	0.64	1.6	0.92	1.25	8.500	8.500	10.167	5.367	11.750	11.667	0.85	0.85	0.6	0.7	0.9	0.95	1	1	1	1	1	1	
1009	1	0	0	1	0	2	1	1	1	0	0	0.94	0	0.67	0	0	1.8	6.667	0.000	14.667	0.000	0.000	13.267	0.75	0	0.6	0	0	0.9	1	0	1	0	0	1	
1010	2	0	0	1	0	2	1	1	1	0	0	0.67	0	0.43	0	0	1.5	7.083	0.000	11.283	0.000	0.000	12.167	0.9	0	0.75	0	0	0.95	1	0	1	0	0	1	
1011	3	0	0	1	0	2	1	1	1	0	0	0.74	0	0.54	0	0	2.1	7.500	0.000	18.033	0.000	0.000	14.917	0.85	0	0.85	0	0	0.99	1	0	1	0	0	1	
1012	1	5	1	1	1	0	2	0	0	0	2	1.3	2.85	1	2.5	0.74	1.25	7.750	7.750	11.167	5.100	9.117	11.667	0.75	0.85	0.75	0.7	0.85	0.9	1	1	1	1	1	1	
1013	2	5	1	1	1	0	2	0	0	0	2	1.18	1.78	0.8	2	0.92	1.5	8.500	8.500	10.167	4.850	11.750	12.717	0.9	0.9	0.6	0.9	0.9	0.99	1	1	1	1	1	1	
1014	3	5	1	1	1	0	2	0	0	0	2	1.65	2.31	0.64	1.6	1.15	1.75	7.000	7.000	12.167	5.367	14.367	14.283	0.85	0.75	0.85	0.85	0.75	0.95	1	1	1	1	1	1	
1015	2	0	1	1	3	1	0	1	1	0	2	0.87	1.92	1.1	3	0	1.8	7.500	7.500	11.167	5.167	0.000	15.467	0.9	0.9	0.6	0.85	0	0.99	1	1	1	1	0	1	
1016	1	0	1	1	3	1	0	1	1	0	2	0.96	2.36	0.88	2.66	0	1.5	5.500	6.500	10.667	4.933	0.000	14.167	0	0	0	0	0	0	1	1	1	1	0	1	
1017	3	0	1	1	3	1	0	1	1	0	2	1.22	1.47	1.38	2.13	0	2.1	6.500	5.500	10.167	4.717	0.000	17.417	0.75	0.75	0.85	0.7	0	0.9	1	1	1	1	0	1	
1018	3	5	1	0	2	1	1	2	2	1	0	1.18	2.31	0.8	2.5	1.15	1.5	7.750	7.000	12.167	5.100	14.367	12.717	0.75	0.85	0.85	0.85	0.85	0.95	1	1	1	1	1	1	
1019	2	5	1	0	2	1	1	2	2	1	0	1.3	2.85	1	2	0.92	1.25	7.000	7.750	10.167	4.850	11.750	11.667	0.9	0.75	0.75	0.7	0.9	0.99	1	1	1	1	1	1	
1020	1	5	1	0	2	1	1	2	2	1	0	1.65	1.78	0.64	1.6	0.74	1.75	8.500	8.500	11.167	5.367	9.117	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
1021	1	0	1	0	2	1	0	2	2	0	0	0.67	2.03	0.54	0	0	1.5	6.667	6.667	11.283	0.000	0.000	12.167	0.75	0.75	0.85	0	0	0.9	1	1	1	0	0	1	
1022	3	0	1	0	2	1	0	2	2	0	0	0.94	1.27	0.67	0	0	1.8	7.500	7.500	18.033	0.000	0.000	13.267	0.9	0.85	0.6	0	0	0.95	1	1	1	0	0	1	
1023	2	0	1	0	2	1	0	2	2	0	0	0.74	1.65	0.43	0	0	2.1	7.083	7.083	14.667	0.000	0.000	14.917	0.85	0.9	0.75	0	0	0.99	1	1	1	0	0	1	
1024	1	0	1	0	2	1	1	2	2	0	3	1.65	2.31	0.64	2.5	0.92	1.75	7.750	8.500	10.167	5.367	11.750	14.283	0.75	0.9	0.6	0.9	0.85	0.95	1	1	1	1	1	1	
1025	2	3	1	0	2	1	1	2	2	0	3	1.18	1.78	0.8	2	1.15	1.5	7.000	7.000	12.167	4.850	14.367	12.717	0.9	0.85	0.85	0.85	0.9	0.99	1	1	1	1	1	1	
1026	3	3	1	0	2	1	1	2	2	0	3	1.3	2.85	1	1.6	0.74	1.25	8.500	7.750	11.167	5.100	9.117	11.667	0.85	0.75	0.75	0.7	0.75	0.9	1	1	1	1	1	1	
1027	3	5	1	0	2	0	1	2	2	1	3	1.18	2.85	0.64	2.5	0.92	1.5	8.500	7.000	11.167	5.367	11.750	12.717	0.85	0.85	0.6	0.7	0.9	0.99	1	1	1	1	1	1	
1028	2	5	1	0	2	0	1	2	2	1	3	1.65	1.78	1	2	1.15	1.75	7.000	7.750	10.167	4.850	14.367	14.283	0.9	0.75	0.75	0.85	0.85	0.95	1	1	1	1	1	1	
1029	1	5	1	0	2	0	1	2	2	1	3	1.3	2.31	0.8	1.6	0.74	1.25	7.750	8.500	12.167	5.100	9.117	11.667	0.75	0.9	0.85	0.9	0.75	0.9	1	1	1	1	1	1	
1030	3	5	1	0	2	1	1	1	1	1	2	1.3	2.31	0.8	2.5	0.92	1.75	8.500	7.000	11.167	5.367	11.750	14.283	0.85	0.85	0.85	0.85	0.75	0.99	1	1	1	1	1	1	
1031	1	5	1	0	2	1	1	1	1	1	2	1.65	1.78	1	2	0.74	1.25	7.750	7.750	10.167	5.100	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
1032	2	5	1	0	2	1	1	1	1	1	2	1.18	2.85	0.64	1.6	1.15	1.5	7.000	8.500	12.167	4.850	14.367	12.717	0.9	0.9	0.6	0.9	0.9	0.9	1	1	1	1	1	1	
1033	1	0	1	0	2	0	1	2	1	2	3	1.65	1.78	1	2.5	1.15	1.25	7.750	8.500	12.167	4.850	14.367	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
1034	3	0	1	0	2	0	1	2	1	2	3	1.18	2.31	0.8	2	0.74	1.5	7.000	7.750	11.167	5.367	9.117	12.717	0.75	0.85	0.85	0.85	0.9	0.95	1	1	1	1	1	1	
1035	2	0	1	0	2	0	1	2	1	2	3	1.3	2.85	0.64	1.6	0.92	1.75	8.500	7.000	10.167	5.100	11.750	14.283	0.9	0.75	0.75	0.9	0.75	0.99	1	1	1	1	1	1	
1036	2	0	1	1	2	0	0	1	1	1	2	0.87	1.47	1.38	3	0	2.1	5.500	6.500	10.667	4.717	0.000	17.417	0.9	0.85	0.6	0.9	0	0.9	1	1	1	1	0	1	
1037	1	0	1	1	2	0	0	1	1	1	2	1.22	1.92	1.1	2.66	0	1.5	7.500	7.500	11.167	4.933	0.000	14.167	0.85	0.75	0.85	0.7	0	0.9	1	1	1	1	0	1	
