uid	SPScenario	Choice	DrvLic	PblcTrst	AgeGrp	Empl	Edu	Nveh	Nadlt	Nchld	Income	Car_Cost	CarRental_Cost	Bus_Cost	Plane_Cost	Train_Cost	TrH_Cost	Car_TT	CarRental_TT	Bus_TT	Plane_TT	Train_TT	TrH_TT	CarRelib	CarRentalRelib	BusRelib	PlaneRelib	TrainRelib	TrHRelib	AV_Car	AV_CarRental	AV_Bus	AV_Plane	AV_Train	AV_TrH	
1	1	2	1	1	1	1	1	1	1	0	0	1.65	1.78	0.64	2.5	1.15	1.5	8.500	7.750	10.167	5.367	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
2	2	0	1	1	1	1	1	1	1	0	0	1.18	2.85	0.8	2	0.92	1.25	7.000	8.500	12.167	4.850	11.750	11.667	0.85	0.85	0.75	0.85	0.75	0.99	1	1	1	1	1	1	
3	3	2	1	1	1	1	1	1	1	0	0	1.3	2.31	1	1.6	0.74	1.75	7.750	7.000	11.167	5.100	9.117	14.283	0.9	0.75	0.6	0.7	0.9	0.95	1	1	1	1	1	1	
4	2	0	1	0	3	2	1	1	1	0	3	0.94	2.03	0.54	0	0	1.8	7.500	6.667	11.283	0.000	0.000	13.267	0.85	0.75	0.75	0	0	0.9	1	1	1	0	0	1	
5	1	0	1	0	3	2	1	1	1	0	3	0.67	1.65	0.43	0	0	1.5	7.083	7.083	18.033	0.000	0.000	12.167	0.75	0.9	0.85	0	0	0.95	1	1	1	0	0	1	
6	3	0	1	0	3	2	1	1	1	0	3	0.74	1.27	0.67	0	0	2.1	6.667	7.500	14.667	0.000	0.000	14.917	0.9	0.85	0.6	0	0	0.99	1	1	1	0	0	1	
7	1	5	0	1	1	0	1	0	1	0	0	0.74	0	0.43	0	0	1.5	6.667	0.000	11.283	0.000	0.000	12.167	0	0	0	0	0	0	1	0	1	0	0	1	
8	2	5	0	1	1	0	1	0	1	0	0	0.67	0	0.54	0	0	2.1	7.500	0.000	14.667	0.000	0.000	14.917	0.85	0	0.6	0	0	0.95	1	0	1	0	0	1	
9	3	5	0	1	1	0	1	0	1	0	0	0.94	0	0.67	0	0	1.8	7.083	0.000	18.033	0.000	0.000	13.267	0.9	0	0.85	0	0	0.99	1	0	1	0	0	1	
10	2	2	0	1	3	2	0	0	2	0	1	0.87	0	1.1	3	0	2.1	6.500	0.000	10.667	4.717	0.000	17.417	0.9	0	0.6	0.9	0	0.9	1	0	1	1	0	1	
11	1	5	0	1	3	2	0	0	2	0	1	0.96	0	1.38	2.66	0	1.8	5.500	0.000	11.167	4.933	0.000	15.467	0.85	0	0.75	0.7	0	0.99	1	0	1	1	0	1	
12	3	2	0	1	3	2	0	0	2	0	1	1.22	0	0.88	2.13	0	1.5	7.500	0.000	10.167	5.167	0.000	14.167	0.75	0	0.85	0.85	0	0.9	1	0	1	1	0	1	
13	1	4	1	0	2	2	0	2	2	0	2	1.18	2.85	0.64	2.5	0.92	1.75	7.750	7.000	10.167	5.100	11.750	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
14	3	5	1	0	2	2	0	2	2	0	2	1.3	2.31	0.8	2	0.74	1.5	7.000	7.750	11.167	4.850	9.117	12.717	0.85	0.75	0.75	0.85	0.85	0.99	1	1	1	1	1	1	
15	2	5	1	0	2	2	0	2	2	0	2	1.65	1.78	1	1.6	1.15	1.25	8.500	8.500	12.167	5.367	14.367	11.667	0.75	0.9	0.6	0.7	0.75	0.9	1	1	1	1	1	1	
16	3	5	1	1	1	0	1	2	2	0	3	1.65	1.78	0.8	2.5	0.74	1.25	8.500	7.000	10.167	5.367	9.117	11.667	0.85	0.85	0.85	0.7	0.85	0.9	1	1	1	1	1	1	
17	1	5	1	1	1	0	1	2	2	0	3	1.18	2.85	0.64	2	1.15	1.5	7.000	8.500	12.167	4.850	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
18	2	5	1	1	1	0	1	2	2	0	3	1.3	2.31	1	1.6	0.92	1.75	7.750	7.750	11.167	5.100	11.750	14.283	0.75	0.9	0.75	0.85	0.75	0.99	1	1	1	1	1	1	
19	2	2	0	1	1	2	0	1	2	0	0	0.87	0	0.88	3	0	1.8	6.500	0.000	10.667	5.167	0.000	15.467	0.75	0	0.6	0.85	0	0.9	1	0	1	1	0	1	
20	3	2	0	1	1	2	0	1	2	0	0	1.22	0	1.38	2.66	0	2.1	5.500	0.000	10.167	4.933	0.000	17.417	0.9	0	0.75	0.9	0	0.99	1	0	1	1	0	1	
21	1	2	0	1	1	2	0	1	2	0	0	0.96	0	1.1	2.13	0	1.5	7.500	0.000	11.167	4.717	0.000	14.167	0	0	0	0	0	0	1	0	1	1	0	1	
22	3	5	1	1	3	2	2	2	2	0	3	1.22	1.47	0.88	3	0	1.5	6.500	6.500	10.667	5.167	0.000	14.167	0.9	0.85	0.75	0.7	0	0.99	1	1	1	1	0	1	
23	2	5	1	1	3	2	2	2	2	0	3	0.87	1.92	1.38	2.66	0	1.8	5.500	7.500	11.167	4.717	0.000	15.467	0.75	0.9	0.85	0.9	0	0.9	1	1	1	1	0	1	
24	1	5	1	1	3	2	2	2	2	0	3	0.96	2.36	1.1	2.13	0	2.1	7.500	5.500	10.167	4.933	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
25	3	5	1	0	2	0	1	2	2	2	2	0.96	1.47	0.88	3	0	1.5	5.500	7.500	11.167	4.933	0.000	14.167	0.75	0.75	0.6	0.7	0	0.9	1	1	1	1	0	1	
26	2	0	1	0	2	0	1	2	2	2	2	0.87	1.92	1.38	2.66	0	1.8	7.500	5.500	10.167	5.167	0.000	15.467	0.85	0.85	0.75	0.85	0	0.99	1	1	1	1	0	1	
27	1	0	1	0	2	0	1	2	2	2	2	1.22	2.36	1.1	2.13	0	2.1	6.500	6.500	10.667	4.717	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
28	1	5	1	1	2	0	1	0	1	0	1	0.67	2.03	0.43	0	0	1.8	7.500	6.667	14.667	0.000	0.000	13.267	0.85	0.75	0.6	0	0	0.9	1	1	1	0	0	1	
29	3	5	1	1	2	0	1	0	1	0	1	0.94	1.65	0.67	0	0	2.1	7.083	7.500	11.283	0.000	0.000	14.917	0.75	0.9	0.75	0	0	0.95	1	1	1	0	0	1	
30	2	5	1	1	2	0	1	0	1	0	1	0.74	1.27	0.54	0	0	1.5	6.667	7.083	18.033	0.000	0.000	12.167	0.9	0.85	0.85	0	0	0.99	1	1	1	0	0	1	
31	2	5	0	1	0	1	0	0	1	2	2	1.3	0	0.64	2.5	1.15	1.75	8.500	0.000	11.167	5.100	14.367	14.283	0.75	0	0.6	0.7	0.9	0.9	1	0	1	1	1	1	
32	3	5	0	1	0	1	0	0	1	2	2	1.18	0	0.8	2	0.92	1.5	7.750	0.000	12.167	4.850	11.750	12.717	0.85	0	0.75	0.9	0.85	0.95	1	0	1	1	1	1	
33	1	5	0	1	0	1	0	0	1	2	2	1.65	0	1	1.6	0.74	1.25	7.000	0.000	10.167	5.367	9.117	11.667	0	0	0	0	0	0	1	0	1	1	1	1	
34	1	5	1	1	2	0	1	0	0	0	2	1.18	1.78	0.8	2.5	0.92	1.25	7.000	7.750	12.167	5.367	11.750	11.667	0.9	0.85	0.6	0.9	0.75	0.9	1	1	1	1	1	1	
35	2	3	1	1	2	0	1	0	0	0	2	1.3	2.31	1	2	0.74	1.75	8.500	8.500	10.167	5.100	9.117	14.283	0.75	0.9	0.85	0.85	0.85	0.95	1	1	1	1	1	1	
36	3	3	1	1	2	0	1	0	0	0	2	1.65	2.85	0.64	1.6	1.15	1.5	7.750	7.000	11.167	4.850	14.367	12.717	0.85	0.75	0.75	0.7	0.9	0.99	1	1	1	1	1	1	
37	2	0	1	1	1	0	1	0	1	0	2	1.3	2.85	0.8	2.5	0.74	1.75	8.500	7.750	12.167	5.100	9.117	14.283	0.9	0.75	0.75	0.85	0.85	0.99	1	1	1	1	1	1	
38	1	4	1	1	1	0	1	0	1	0	2	1.65	1.78	0.64	2	1.15	1.25	7.000	8.500	11.167	4.850	14.367	11.667	0.85	0.85	0.85	0.7	0.9	0.95	1	1	1	1	1	1	
39	3	5	1	1	1	0	1	0	1	0	2	1.18	2.31	1	1.6	0.92	1.5	7.750	7.000	10.167	5.367	11.750	12.717	0.75	0.9	0.6	0.9	0.75	0.9	1	1	1	1	1	1	
40	1	5	1	0	2	0	1	1	1	0	2	1.18	2.85	0.64	2.5	0.74	1.75	8.500	7.750	11.167	4.850	9.117	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
41	3	2	1	0	2	0	1	1	1	0	2	1.3	2.31	1	2	1.15	1.25	7.000	8.500	12.167	5.367	14.367	11.667	0.9	0.9	0.6	0.7	0.9	0.95	1	1	1	1	1	1	
42	2	0	1	0	2	0	1	1	1	0	2	1.65	1.78	0.8	1.6	0.92	1.5	7.750	7.000	10.167	5.100	11.750	12.717	0.85	0.75	0.75	0.85	0.85	0.99	1	1	1	1	1	1	
43	2	5	0	1	0	0	1	1	2	0	2	1.18	0	0.8	2.5	0.92	1.25	7.750	0.000	12.167	5.100	11.750	11.667	0.85	0	0.75	0.85	0.9	0.95	1	0	1	1	1	1	
44	3	5	0	1	0	0	1	1	2	0	2	1.65	0	1	2	1.15	1.75	8.500	0.000	11.167	5.367	14.367	14.283	0.9	0	0.6	0.9	0.75	0.9	1	0	1	1	1	1	
45	1	5	0	1	0	0	1	1	2	0	2	1.3	0	0.64	1.6	0.74	1.5	7.000	0.000	10.167	4.850	9.117	12.717	0.75	0	0.85	0.7	0.85	0.99	1	0	1	1	1	1	
46	1	5	1	1	1	0	2	1	2	1	2	1.22	2.36	1.1	3	0	1.8	6.500	5.500	10.167	4.717	0.000	15.467	0.9	0.75	0.75	0.9	0	0.99	1	1	1	1	0	1	
47	3	0	1	1	1	0	2	1	2	1	2	0.96	1.92	1.38	2.66	0	1.5	5.500	6.500	10.667	5.167	0.000	14.167	0.85	0.9	0.6	0.7	0	0.9	1	1	1	1	0	1	
48	2	5	1	1	1	0	2	1	2	1	2	0.87	1.47	0.88	2.13	0	2.1	7.500	7.500	11.167	4.933	0.000	17.417	0.75	0.85	0.85	0.85	0	0.9	1	1	1	1	0	1	
49	1	5	1	1	1	0	1	0	0	2	2	1.65	1.78	1	2.5	1.15	1.75	7.750	7.750	11.167	5.100	14.367	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
50	3	5	1	1	1	0	1	0	0	2	2	1.3	2.85	0.64	2	0.74	1.25	7.000	8.500	10.167	5.367	9.117	11.667	0.85	0.85	0.6	0.7	0.85	0.95	1	1	1	1	1	1	
51	2	5	1	1	1	0	1	0	0	2	2	1.18	2.31	0.8	1.6	0.92	1.5	8.500	7.000	12.167	4.850	11.750	12.717	0.75	0.75	0.75	0.9	0.75	0.99	1	1	1	1	1	1	
52	2	5	0	1	1	0	0	0	1	0	2	1.65	0	1	2.5	0.74	1.75	8.500	0.000	11.167	5.100	9.117	14.283	0.75	0	0.6	0.85	0.9	0.95	1	0	1	1	1	1	
53	3	4	0	1	1	0	0	0	1	0	2	1.3	0	0.8	2	1.15	1.5	7.000	0.000	12.167	5.367	14.367	12.717	0.9	0	0.75	0.9	0.75	0.9	1	0	1	1	1	1	
54	1	4	0	1	1	0	0	0	1	0	2	1.18	0	0.64	1.6	0.92	1.25	7.750	0.000	10.167	4.850	11.750	11.667	0	0	0	0	0	0	1	0	1	1	1	1	
55	2	5	1	1	3	2	2	1	0	0	2	0.96	1.47	1.38	3	0	1.5	7.500	7.500	10.167	5.167	0.000	14.167	0.85	0.9	0.75	0.7	0	0.9	1	1	1	1	0	1	
56	1	0	1	1	3	2	2	1	0	0	2	1.22	1.92	1.1	2.66	0	2.1	5.500	6.500	11.167	4.933	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
57	3	0	1	1	3	2	2	1	0	0	2	0.87	2.36	0.88	2.13	0	1.8	6.500	5.500	10.667	4.717	0.000	15.467	0.9	0.75	0.6	0.85	0	0.9	1	1	1	1	0	1	
58	2	5	1	1	2	0	1	0	1	0	2	1.65	2.31	1	2.5	0.74	1.5	7.750	7.750	11.167	4.850	9.117	12.717	0.9	0.85	0.75	0.85	0.9	0.95	1	1	1	1	1	1	
59	1	5	1	1	2	0	1	0	1	0	2	1.18	2.85	0.8	2	0.92	1.25	7.000	7.000	10.167	5.367	11.750	11.667	0.75	0.75	0.85	0.7	0.85	0.9	1	1	1	1	1	1	
60	3	5	1	1	2	0	1	0	1	0	2	1.3	1.78	0.64	1.6	1.15	1.75	8.500	8.500	12.167	5.100	14.367	14.283	0.85	0.9	0.6	0.9	0.75	0.99	1	1	1	1	1	1	
61	1	1	1	1	1	0	1	1	2	0	3	0.74	2.03	0.43	0	0	1.8	7.500	7.500	18.033	0.000	0.000	13.267	0	0	0	0	0	0	1	1	1	0	0	1	
62	2	1	1	1	1	0	1	1	2	0	3	0.67	1.65	0.67	0	0	2.1	7.083	6.667	11.283	0.000	0.000	14.917	0.75	0.75	0.85	0	0	0.95	1	1	1	0	0	1	
63	3	1	1	1	1	0	1	1	2	0	3	0.94	1.27	0.54	0	0	1.5	6.667	7.083	14.667	0.000	0.000	12.167	0.9	0.85	0.75	0	0	0.99	1	1	1	0	0	1	
64	1	5	1	1	3	2	2	2	1	0	3	1.3	1.78	0.8	2.5	0.92	1.5	8.500	8.500	10.167	4.850	11.750	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
65	2	5	1	1	3	2	2	2	1	0	3	1.65	2.31	0.64	2	0.74	1.75	7.750	7.750	11.167	5.100	9.117	14.283	0.9	0.9	0.85	0.85	0.85	0.99	1	1	1	1	1	1	
66	3	5	1	1	3	2	2	2	1	0	3	1.18	2.85	1	1.6	1.15	1.25	7.000	7.000	12.167	5.367	14.367	11.667	0.75	0.75	0.75	0.7	0.75	0.95	1	1	1	1	1	1	
67	1	5	1	1	0	0	2	1	0	0	1	1.18	2.85	0.64	2.5	1.15	1.75	7.750	8.500	11.167	4.850	14.367	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
68	3	5	1	1	0	0	2	1	0	0	1	1.3	2.31	1	2	0.92	1.25	7.000	7.000	12.167	5.367	11.750	11.667	0.75	0.9	0.6	0.85	0.9	0.99	1	1	1	1	1	1	
69	2	5	1	1	0	0	2	1	0	0	1	1.65	1.78	0.8	1.6	0.74	1.5	8.500	7.750	10.167	5.100	9.117	12.717	0.85	0.75	0.75	0.7	0.85	0.9	1	1	1	1	1	1	
70	3	5	1	1	0	1	1	2	1	1	2	1.3	2.85	0.8	2.5	1.15	1.5	7.000	7.750	11.167	5.100	14.367	12.717	0.75	0.75	0.85	0.9	0.75	0.9	1	1	1	1	1	1	
71	2	4	1	1	0	1	1	2	1	1	2	1.18	1.78	1	2	0.74	1.75	7.750	7.000	12.167	5.367	9.117	14.283	0.9	0.85	0.75	0.85	0.9	0.95	1	1	1	1	1	1	
72	1	4	1	1	0	1	1	2	1	1	2	1.65	2.31	0.64	1.6	0.92	1.25	8.500	8.500	10.167	4.850	11.750	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
73	1	0	1	0	1	0	1	1	0	0	2	0.94	1.65	0.54	0	0	1.5	7.083	6.667	11.283	0.000	0.000	12.167	0	0	0	0	0	0	1	1	1	0	0	1	
74	3	0	1	0	1	0	1	1	0	0	2	0.67	2.03	0.67	0	0	2.1	7.500	7.500	14.667	0.000	0.000	14.917	0.9	0.75	0.6	0	0	0.95	1	1	1	0	0	1	
75	2	0	1	0	1	0	1	1	0	0	2	0.74	1.27	0.43	0	0	1.8	6.667	7.083	18.033	0.000	0.000	13.267	0.75	0.9	0.85	0	0	0.99	1	1	1	0	0	1	
76	2	5	1	0	1	1	2	1	0	0	2	1.65	1.78	0.64	2.5	0.74	1.75	7.000	7.000	10.167	4.850	9.117	14.283	0.75	0.75	0.6	0.85	0.75	0.95	1	1	1	1	1	1	
77	1	5	1	0	1	1	2	1	0	0	2	1.18	2.31	1	2	1.15	1.5	8.500	8.500	12.167	5.367	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
78	3	5	1	0	1	1	2	1	0	0	2	1.3	2.85	0.8	1.6	0.92	1.25	7.750	7.750	11.167	5.100	11.750	11.667	0.9	0.9	0.85	0.9	0.9	0.9	1	1	1	1	1	1	
79	3	5	1	0	2	0	2	1	0	2	3	1.18	2.31	0.8	2.5	0.92	1.25	8.500	7.000	10.167	5.367	11.750	11.667	0.75	0.85	0.75	0.7	0.75	0.99	1	1	1	1	1	1	
80	1	5	1	0	2	0	2	1	0	2	3	1.65	2.85	0.64	2	0.74	1.5	7.000	8.500	11.167	5.100	9.117	12.717	0.9	0.9	0.85	0.9	0.85	0.95	1	1	1	1	1	1	
81	2	5	1	0	2	0	2	1	0	2	3	1.3	1.78	1	1.6	1.15	1.75	7.750	7.750	12.167	4.850	14.367	14.283	0.85	0.75	0.6	0.85	0.9	0.9	1	1	1	1	1	1	
82	3	0	1	0	2	0	1	1	0	1	2	1.22	1.47	1.1	3	0	1.5	6.500	5.500	11.167	4.933	0.000	14.167	0.85	0.85	0.85	0.7	0	0.9	1	1	1	1	0	1	
83	2	0	1	0	2	0	1	1	0	1	2	0.96	1.92	1.38	2.66	0	1.8	5.500	6.500	10.167	4.717	0.000	15.467	0.75	0.9	0.75	0.85	0	0.9	1	1	1	1	0	1	
84	1	0	1	0	2	0	1	1	0	1	2	0.87	2.36	0.88	2.13	0	2.1	7.500	7.500	10.667	5.167	0.000	17.417	0	0	0	0	0	0	1	1	1	1	0	1	
85	2	5	1	1	1	0	2	0	2	0	3	1.65	2.85	0.8	2.5	1.15	1.25	7.750	7.750	12.167	5.100	14.367	11.667	0.75	0.9	0.85	0.7	0.85	0.99	1	1	1	1	1	1	
86	3	5	1	1	1	0	2	0	2	0	3	1.3	2.31	1	2	0.74	1.75	7.000	7.000	10.167	5.367	9.117	14.283	0.85	0.85	0.6	0.9	0.9	0.9	1	1	1	1	1	1	
87	1	5	1	1	1	0	2	0	2	0	3	1.18	1.78	0.64	1.6	0.92	1.5	8.500	8.500	11.167	4.850	11.750	12.717	0.9	0.75	0.75	0.85	0.75	0.95	1	1	1	1	1	1	
88	3	5	1	0	1	0	1	1	0	0	2	1.65	2.31	0.8	2.5	0.74	1.75	8.500	8.500	12.167	5.367	9.117	14.283	0.75	0.9	0.75	0.85	0.75	0.95	1	1	1	1	1	1	
89	2	5	1	0	1	0	1	1	0	0	2	1.3	2.85	1	2	0.92	1.5	7.750	7.750	11.167	4.850	11.750	12.717	0.9	0.85	0.85	0.9	0.9	0.99	1	1	1	1	1	1	
90	1	5	1	0	1	0	1	1	0	0	2	1.18	1.78	0.64	1.6	1.15	1.25	7.000	7.000	10.167	5.100	14.367	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
91	2	5	1	0	1	1	2	1	1	0	0	1.65	2.85	1	2.5	0.92	1.75	8.500	7.000	12.167	5.100	11.750	14.283	0.9	0.9	0.6	0.9	0.75	0.95	1	1	1	1	1	1	
92	3	5	1	0	1	1	2	1	1	0	0	1.3	1.78	0.64	2	0.74	1.25	7.000	7.750	11.167	5.367	9.117	11.667	0.85	0.85	0.75	0.85	0.9	0.9	1	1	1	1	1	1	
93	1	5	1	0	1	1	2	1	1	0	0	1.18	2.31	0.8	1.6	1.15	1.5	7.750	8.500	10.167	4.850	14.367	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
94	3	5	1	0	1	0	1	2	1	0	3	1.65	1.78	1	2.5	0.74	1.25	7.000	7.750	12.167	4.850	9.117	11.667	0.9	0.9	0.75	0.85	0.75	0.95	1	1	1	1	1	1	
95	2	5	1	0	1	0	1	2	1	0	3	1.18	2.31	0.64	2	0.92	1.5	8.500	8.500	10.167	5.367	11.750	12.717	0.75	0.75	0.85	0.7	0.9	0.9	1	1	1	1	1	1	
96	1	5	1	0	1	0	1	2	1	0	3	1.3	2.85	0.8	1.6	1.15	1.75	7.750	7.000	11.167	5.100	14.367	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
97	1	1	1	0	2	2	1	0	2	0	1	0.74	1.65	0.43	0	0	2.1	7.083	7.500	18.033	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
98	2	1	1	0	2	2	1	0	2	0	1	0.94	1.27	0.54	0	0	1.8	7.500	7.083	11.283	0.000	0.000	13.267	0.9	0.9	0.75	0	0	0.95	1	1	1	0	0	1	
99	3	1	1	0	2	2	1	0	2	0	1	0.67	2.03	0.67	0	0	1.5	6.667	6.667	14.667	0.000	0.000	12.167	0.85	0.75	0.6	0	0	0.99	1	1	1	0	0	1	
100	2	4	1	0	2	2	1	1	1	0	2	1.3	2.85	0.64	2.5	0.92	1.5	7.750	7.000	12.167	5.100	11.750	12.717	0.75	0.85	0.75	0.7	0.9	0.95	1	1	1	1	1	1	
101	3	5	1	0	2	2	1	1	1	0	2	1.65	1.78	1	2	1.15	1.75	8.500	7.750	11.167	5.367	14.367	14.283	0.9	0.75	0.6	0.9	0.75	0.99	1	1	1	1	1	1	
102	1	4	1	0	2	2	1	1	1	0	2	1.18	2.31	0.8	1.6	0.74	1.25	7.000	8.500	10.167	4.850	9.117	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
103	1	5	1	1	1	0	1	1	2	0	2	1.18	1.78	0.64	2.5	0.74	1.5	7.000	7.750	12.167	5.100	9.117	12.717	0	0	0	0	0	0	1	1	1	1	1	1	
104	3	4	1	1	1	0	1	1	2	0	2	1.65	2.85	1	2	0.92	1.75	8.500	7.000	11.167	4.850	11.750	14.283	0.75	0.75	0.6	0.9	0.85	0.95	1	1	1	1	1	1	
105	2	5	1	1	1	0	1	1	2	0	2	1.3	2.31	0.8	1.6	1.15	1.25	7.750	8.500	10.167	5.367	14.367	11.667	0.9	0.85	0.85	0.85	0.75	0.99	1	1	1	1	1	1	
106	1	5	1	1	2	0	1	0	1	0	0	0.96	1.47	1.38	3	0	1.8	5.500	5.500	11.167	5.167	0.000	15.467	0.9	0.85	0.75	0.7	0	0.9	1	1	1	1	0	1	
107	2	5	1	1	2	0	1	0	1	0	0	0.87	2.36	1.1	2.66	0	2.1	7.500	6.500	10.167	4.933	0.000	17.417	0.85	0.75	0.6	0.9	0	0.9	1	1	1	1	0	1	
108	3	5	1	1	2	0	1	0	1	0	0	1.22	1.92	0.88	2.13	0	1.5	6.500	7.500	10.667	4.717	0.000	14.167	0.75	0.9	0.85	0.85	0	0.99	1	1	1	1	0	1	
109	2	5	0	0	2	0	0	0	0	0	1	1.22	0	0.88	3	0	1.5	7.500	0.000	11.167	5.167	0.000	14.167	0.85	0	0.75	0.85	0	0.9	1	0	1	1	0	1	
110	3	5	0	0	2	0	0	0	0	0	1	0.87	0	1.1	2.66	0	1.8	6.500	0.000	10.667	4.933	0.000	15.467	0.9	0	0.6	0.9	0	0.99	1	0	1	1	0	1	
111	1	5	0	0	2	0	0	0	0	0	1	0.96	0	1.38	2.13	0	2.1	5.500	0.000	10.167	4.717	0.000	17.417	0	0	0	0	0	0	1	0	1	1	0	1	
112	1	5	1	1	3	0	1	1	1	0	2	1.65	2.85	0.8	2.5	0.74	1.75	7.750	8.500	12.167	5.367	9.117	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
113	3	5	1	1	3	0	1	1	1	0	2	1.18	2.31	1	2	1.15	1.25	8.500	7.000	11.167	5.100	14.367	11.667	0.9	0.85	0.85	0.85	0.85	0.9	1	1	1	1	1	1	
114	2	5	1	1	3	0	1	1	1	0	2	1.3	1.78	0.64	1.6	0.92	1.5	7.000	7.750	10.167	4.850	11.750	12.717	0.75	0.9	0.6	0.7	0.75	0.99	1	1	1	1	1	1	
115	1	0	1	1	1	0	2	1	2	0	2	1.18	1.78	1	2.5	1.15	1.75	7.000	7.000	10.167	5.367	14.367	14.283	0	0	0	0	0	0	1	1	1	1	1	1	
116	2	5	1	1	1	0	2	1	2	0	2	1.65	2.31	0.8	2	0.74	1.5	7.750	8.500	11.167	4.850	9.117	12.717	0.9	0.75	0.75	0.9	0.85	0.95	1	1	1	1	1	1	
117	3	0	1	1	1	0	2	1	2	0	2	1.3	2.85	0.64	1.6	0.92	1.25	8.500	7.750	12.167	5.100	11.750	11.667	0.85	0.9	0.85	0.85	0.75	0.9	1	1	1	1	1	1	
118	1	5	1	1	0	1	1	2	2	0	3	1.65	2.31	1	2.5	0.92	1.25	7.750	7.000	10.167	4.850	11.750	11.667	0.85	0.75	0.75	0.7	0.85	0.99	1	1	1	1	1	1	
119	3	5	1	1	0	1	1	2	2	0	3	1.3	2.85	0.64	2	1.15	1.5	8.500	7.750	12.167	5.100	14.367	12.717	0.75	0.85	0.6	0.85	0.75	0.9	1	1	1	1	1	1	
120	2	0	1	1	0	1	1	2	2	0	3	1.18	1.78	0.8	1.6	0.74	1.75	7.000	8.500	11.167	5.367	9.117	14.283	0.9	0.9	0.85	0.9	0.9	0.95	1	1	1	1	1	1	
121	2	5	1	1	1	1	1	2	1	0	1	0.87	1.47	0.88	3	0	2.1	6.500	5.500	11.167	4.717	0.000	17.417	0.85	0.75	0.6	0.85	0	0.9	1	1	1	1	0	1	
122	3	5	1	1	1	1	1	2	1	0	1	0.96	1.92	1.38	2.66	0	1.8	5.500	6.500	10.167	4.933	0.000	15.467	0.75	0.9	0.75	0.9	0	0.99	1	1	1	1	0	1	
123	1	5	1	1	1	1	1	2	1	0	1	1.22	2.36	1.1	2.13	0	1.5	7.500	7.500	10.667	5.167	0.000	14.167	0.9	0.85	0.85	0.7	0	0.9	1	1	1	1	0	1	
124	2	0	0	1	2	0	2	0	0	0	2	0.87	0	1.38	3	0	1.5	5.500	0.000	11.167	4.717	0.000	14.167	0.9	0	0.6	0.85	0	0.99	1	0	1	1	0	1	
125	3	0	0	1	2	0	2	0	0	0	2	1.22	0	0.88	2.66	0	2.1	6.500	0.000	10.167	4.933	0.000	17.417	0.75	0	0.85	0.9	0	0.9	1	0	1	1	0	1	
126	1	0	0	1	2	0	2	0	0	0	2	0.96	0	1.1	2.13	0	1.8	7.500	0.000	10.667	5.167	0.000	15.467	0	0	0	0	0	0	1	0	1	1	0	1	
127	1	0	1	1	1	0	1	2	2	0	3	0.94	2.03	0.43	0	0	2.1	7.083	6.667	11.283	0.000	0.000	14.917	0	0	0	0	0	0	1	1	1	0	0	1	
128	2	5	1	1	1	0	1	2	2	0	3	0.74	1.27	0.67	0	0	1.5	6.667	7.083	14.667	0.000	0.000	12.167	0.75	0.9	0.85	0	0	0.9	1	1	1	0	0	1	
129	3	5	1	1	1	0	1	2	2	0	3	0.67	1.65	0.54	0	0	1.8	7.500	7.500	18.033	0.000	0.000	13.267	0.85	0.75	0.75	0	0	0.95	1	1	1	0	0	1	
130	2	5	0	1	3	2	1	0	1	0	1	1.18	0	0.8	2.5	0.92	1.25	8.500	0.000	12.167	5.367	11.750	11.667	0.85	0	0.75	0.85	0.85	0.9	1	0	1	1	1	1	
131	1	5	0	1	3	2	1	0	1	0	1	1.3	0	1	2	0.74	1.5	7.750	0.000	11.167	4.850	9.117	12.717	0.75	0	0.6	0.9	0.75	0.95	1	0	1	1	1	1	
132	3	5	0	1	3	2	1	0	1	0	1	1.65	0	0.64	1.6	1.15	1.75	7.000	0.000	10.167	5.100	14.367	14.283	0.9	0	0.85	0.7	0.9	0.99	1	0	1	1	1	1	
133	1	5	1	1	1	1	1	0	1	0	1	1.65	2.31	0.64	2.5	0.92	1.25	7.000	8.500	11.167	5.100	11.750	11.667	0	0	0	0	0	0	1	1	1	1	1	1	
134	2	5	1	1	1	1	1	0	1	0	1	1.18	2.85	1	2	0.74	1.75	8.500	7.750	12.167	4.850	9.117	14.283	0.85	0.9	0.6	0.9	0.85	0.9	1	1	1	1	1	1	
